review_text;sentiment;clean_text
Beberapa link materi di modul udah mati. Perlu diupdate.;1.0;link materi modul udah mati diupdate
Harganya masih masuk akal buat kantong mahasiswa/pelajar.;1.0;harga masuk akal kantong mahasiswapelajar
Instrukturnya seru, tapi materinya kurang 'berbobot' gitu.;1.0;instruktur seru materi bobot gitu
Dapet bonus e-book, lumayan buat nambah bacaan.;1.0;dapet bonus ebook lumayan nambah baca
Puas banget! Ilmunya nampol, melebihi ekspektasi. Auto recommend!;2.0;puas banget ilmu nampol lebih ekspektasi auto recommend
Sayang banget gak ada sesi live Q&A langsung sama instrukturnya.;1.0;sayang banget gak sesi live qa langsung instruktur
Karena privat, jadi lebih fokus dan gak malu buat nanya-nanya.;2.0;privat fokus gak malu nanyananya
Dapet banyak koneksi baru dari industri yang sama. Bisa buat networking.;2.0;dapet koneksi industri networking
Materinya bener-bener tailored buat kebutuhan perusahaan gue. Mantap!;2.0;materi benerbener tailored butuh usaha gue mantap
Kualitas videonya jelek banget, kayak rekaman pake HP jadul. Kecewa berat.;0.0;kualitas video jelek banget kayak rekam pake hp jadul kecewa berat
Gak sesuai sama janji di awal, materinya banyak yang kurang.;0.0;gak sesuai janji materi
Mahal banget buat kursus online yang gini doang. Gak worth it.;0.0;mahal banget kursus online gin doang gak worth it
Pengajarnya sering telat, bahkan pernah batalin sesi mendadak. Gak profesional.;0.0;ajar telat batalin sesi dadak gak profesional
Platformnya ribet, susah nyari materi atau submit tugas. Bikin frustrasi.;0.0;platform ribet susah nyari materi submit tugas bikin frustrasi
Ya standar aja sih, gak ada yang istimewa banget. Biasa aja.;1.0;ya standar aja sih gak istimewa banget aja
Lumayan buat nambah wawasan umum, tapi gak terlalu teknis.;1.0;lumayan nambah wawas gak teknis
Ada beberapa materi yang bagus, tapi sisanya kayak pengulangan.;1.0;materi bagus sisa kayak ulang
Sesuai fungsinya lah, gak ada yang wah banget.;1.0;sesuai fungsi gak banget
Kalo ada materi fisik, pengirimannya cepet. Oke lah.;1.0;kalo materi fisik kirim cepet oke
Recommended banget! Belajarnya asik, ilmunya dapet. Gak bakal nyesel!;2.0;recommended banget ajar asik ilmu dapet gak nyesel
Kualitas audio dan videonya jernih banget, enak diliat & didenger.;2.0;kualitas audio video jernih banget enak liat didenger
Tim support-nya gercep banget ngebantuin kalo ada masalah. Salut!;2.0;tim supportnya gercep banget ngebantuin kalo salut
Sertifikatnya bisa langsung di-download begitu selesai kursus. Praktis!;2.0;sertifikat langsung didownload selesai kursus praktis
Ilmunya aplikatif banget, bisa langsung dipraktekin di kerjaan. Mantap!;2.0;ilmu aplikatif banget langsung dipraktekin kerja mantap
Gak ada feedback buat tugas, jadi gak tau salahnya di mana. Hmmm.;0.0;gak feedback tugas gak tau salah hmmm
Ngundang pembicara dari industri itu keren banget, dapet insight baru!;2.0;ngundang bicara industri keren banget dapet insight
Instrukturnya ngerti banget kesulitan gue, dibantuin sampe bisa. The best!;2.0;instruktur ngerti banget sulit gue dibantuin sampe the best
Tempat kursusnya nyaman, fasilitas lengkap, bikin betah belajar.;2.0;kursus nyaman fasilitas lengkap bikin betah ajar
Materinya disesuaikan sama level kita, jadi gak pusing duluan.;2.0;materi sesuai level gak pusing duluan
Materinya goks abis, auto paham! Instrukturnya juga asik parah, gak ngebosenin. Fix, ini mah worth it!;2.0;materi goks abis auto paham instruktur asik parah gak ngebosenin fix mah worth it
Platformnya anjay, interaktif banget, jadi gak mager belajar. Bisa diakses kapan aja, mood booster!;2.0;platform anjay interaktif banget gak mager ajar akses aja mood booster
Mentornya pro player, ngajarnya santuy tapi ngena. Ilmu daging semua, gak kaleng-kaleng!;2.0;mentor pro player ngajarnya santuy ngena ilmu daging gak kalengkaleng
Sumpah, ini kursus paling oke! Ilmunya kepake banget di dunia kerja. Gak nyesel samsek!;2.0;sumpah kursus oke ilmu kepake banget dunia kerja gak nyesel samsek
Sertifikatnya nampol buat naikin CV. Vibes belajarnya juga positif banget. Thank you, PCOL!;2.0;sertifikat nampol naikin cv vibes ajar positif banget thank you pcol
Yah, materinya B aja, kurang update gitu loh. Agak laen ekspektasi gue, hiks.;0.0;yah materi b aja update gitu loh laen ekspektasi gue hiks
Instrukturnya kurenggg, ngejelasinnya muter-muter, bikin ngantuk. Skip dulu deh.;0.0;instruktur kurenggg ngejelasinnya mutermuter bikin ngantuk skip deh
Platformnya sering nge-lag, anjir. Ganggu banget pas lagi fokus belajar. Capek deh.;0.0;platform ngelag anjir ganggu banget pas fokus ajar capek deh
Sertifikatnya zonk! Gak diakui di mana-mana. Nyesel banget ikut, mana mahal.;0.0;sertifikat zonk gak aku manamana nyesel banget mahal
Support after kursusnya mana? Dicuekin dong pertanyaan gue. Red flag nih!;0.0;support after kursus dicuekin gue red flag nih
Materinya standar lah ya. Gak yang gimana-gimana banget, tapi oke buat dasar.;1.0;materi standar ya gak gimanagimana banget oke dasar
Ada modul yang seru, ada yang B aja. Ya gitu deh, plus minus.;1.0;modul seru b aja ya gitu deh plus minus
Instrukturnya lumayan, tapi ada beberapa part yang bisa lebih detail lagi sih.;1.0;instruktur lumayan part detail sih
Platformnya oke lah buat operasional, jarang ada drama teknis.;1.0;platform oke operasional jarang drama teknis
Sertifikatnya dapet, tapi impact-nya belum kerasa banget. So-so aja.;1.0;sertifikat dapet impactnya rasa banget soso aja
Harganya sebanding sama ilmunya. Mantap jiwa, investasi leher ke atas!;2.0;harga banding ilmu mantap jiwa investasi leher
CS-nya ampas banget, slow respon, gak solutif. Mending cari yang lain.;0.0;csnya ampas banget slow respon gak solutif mending cari
Yaah, sesuai harga lah ya. Gak jelek-jelek amat, tapi gak wow juga.;1.0;yaah sesuai harga ya gak jelekjelek gak wow
Kualitasnya juara! Gak ada obat, keren abis!;2.0;kualitas juara gak obat keren abis
Gak sesuai deskripsi, anjir. Kecewa berat, merasa ketipu.;0.0;gak sesuai deskripsi anjir kecewa berat tipu
Gampang dipake, efektif banget. Hasilnya pecah!;2.0;gampang dipake efektif banget hasil pecah
Zonk parah! Kualitasnya jauh dari ekspektasi. Nyesel pol.;0.0;zonk parah kualitas ekspektasi nyesel pol
Ada plus minusnya sih. Gak semua modul oke, tapi ada yang ngebantu.;1.0;plus minus sih gak modul oke ngebantu
Lebih dari ekspektasi, guys! Recommended banget buat upgrade skill.;2.0;ekspektasi guys recommended banget upgrade skill
Buat basic sih oke lah. Gak terlalu mendalam, tapi cukup.;1.0;basic sih oke gak dalam
Instrukturnya GGWP, ngajarnya asik, bikin semangat. The best pokoknya!;2.0;instruktur ggwp ngajarnya asik bikin semangat the best pokok
Materinya basi banget, gak relate sama jaman now. Agak laen emang.;0.0;materi basi banget gak relate jaman now laen emang
Abis kursus dicuekin, gak ada follow up. Kecewa sih.;0.0;abis kursus dicuekin gak follow up kecewa sih
Platformnya stabil, jarang error. Lumayan lah buat belajar.;1.0;platform stabil jarang error lumayan ajar
Modulnya ada yang menarik, ada yang bikin ngantuk. Tergantung mood.;1.0;modul tarik bikin ngantuk gantung mood
Harganya oke, ilmunya dapet. Spill ke temen-temen ah!;2.0;harga oke ilmu dapet spill tementemen ah
Sertifikatnya gak jelas, gak bisa dipake. Rugi bandar!;0.0;sertifikat gak gak dipake rugi bandar
Materinya daging semua, mudah dicerna. Instrukturnya panutanque!;2.0;materi daging mudah cerna instruktur panutanque
Instrukturnya kurang interaktif, kayak ngomong sendiri. Bikin boring.;0.0;instruktur interaktif kayak ngomong bikin boring
Ini sih definisi upgrade skill! Ilmunya langsung kepake. Mantul!;2.0;sih definisi upgrade skill ilmu langsung kepake mantul
Sertifikatnya auto nambah value di LinkedIn. Keren!;2.0;sertifikat auto nambah value linkedin keren
Platformnya user-friendly, gak ribet. Belajar jadi fun!;2.0;platform userfriendly gak ribet ajar fun
Materinya standar, gak ada yang spesial banget. Ya lumayan buat nambah ilmu.;1.0;materi standar gak spesial banget ya lumayan nambah ilmu
CS-nya payah, responnya lama banget kayak nunggu jodoh.;0.0;csnya payah responnya banget kayak nunggu jodoh
Harganya gak sebanding sama yang didapet. Overpriced!;0.0;harga gak banding didapet overpriced
Adminnya gercep, kalo ada apa-apa langsung dibantuin. Mantap!;2.0;adminnya gercep kalo apaapa langsung dibantuin mantap
Platformnya ribet banget, gak intuitif. Bikin pusing pala barbie.;0.0;platform ribet banget gak intuitif bikin pusing pala barbie
B aja sih. Gak ada yang istimewa, tapi gak jelek juga.;1.0;b aja sih gak istimewa gak jelek
Materinya update dan relevan banget sama industri sekarang. Goks!;2.0;materi update relevan banget industri goks
Harga mahal, tapi materinya gitu-gitu aja. Kurang inovatif.;0.0;harga mahal materi gitugitu aja inovatif
Videonya burik, resolusinya rendah. Gak niat bikin kursus apa gimana?;0.0;video burik resolusi rendah gak niat bikin kursus gimana
Investasi ilmu yang gak sia-sia. Banyak insight baru, keren!;2.0;investasi ilmu gak siasia insight keren
Beberapa topik dibahasnya kecepetan, jadi agak bingung.;1.0;topik bahas kecepetan bingung
Instrukturnya expert banget di bidangnya. Salut!;2.0;instruktur expert banget bidang salut
Sesi Q&A-nya seru, banyak diskusi. Jadi makin paham.;2.0;sesi qanya seru diskusi paham
Platformnya sering error, bikin emosi jiwa. Tolong dibenerin dong!;0.0;platform error bikin emosi jiwa tolong dibenerin
Lumayan oke, tapi kayaknya bisa lebih interaktif lagi deh.;1.0;lumayan oke kayak interaktif deh
Sertifikatnya diakui, nambah poin plus buat portofolio. Cakep!;2.0;sertifikat aku nambah poin plus portofolio cakep
Fasilitasnya lengkap, tempatnya nyaman buat belajar. Betah!;2.0;fasilitas lengkap tempat nyaman ajar betah
Jadwalnya kaku banget, gak bisa fleksibel. Sayang banget.;0.0;jadwal kaku banget gak fleksibel sayang banget
Materinya relate banget sama kebutuhan kerjaan sekarang. Joss!;2.0;materi relate banget butuh kerja joss
Akses materi seumur hidup itu sih yang bikin candu. Mantap!;2.0;akses materi umur hidup sih bikin candu mantap
Kualitas video & audionya HD, jelas banget. Gak bikin sakit mata/telinga.;2.0;kualitas video audio hd banget gak bikin sakit matatelinga
Lokasinya strategis, gampang dijangkau pake ojol atau transport umum.;2.0;lokasi strategis gampang jangkau pake ojol transport
Instrukturnya on time, persiapannya mateng. Profesional!;2.0;instruktur on time siap mateng profesional
Gak ada forum diskusi, jadi kalo bingung gak tau nanya siapa. Hadeh.;0.0;gak forum diskusi kalo bingung gak tau nanya hadeh
Kebanyakan teori, prakteknya minim. Jadi kurang ngena ilmunya.;0.0;banyak teori praktek minim ngena ilmu
Biasa aja, gak ada yang spesial banget. Ekspektasi ketinggian kayaknya.;1.0;aja gak spesial banget ekspektasi tinggi kayak
Suasana belajarnya asik, gak tegang. Jadi cepet nyantol materinya.;2.0;suasana ajar asik gak tegang cepet nyantol materi
Kurikulumnya bisa lebih personal lagi sih, biar makin pas sama kebutuhan.;1.0;kurikulum personal sih biar pas butuh
Cara penyajian materinya seru, gak monoton. Jadi melek terus!;2.0;saji materi seru gak monoton melek
Support teknisnya lelet banget, kayak keong. Kapan dibalesnya?;0.0;support teknis lelet banget kayak keong dibalesnya
Cukup oke lah buat harga segitu. Gak rugi-rugi amat.;1.0;oke harga segitu gak rugirugi
Sertifikat fisiknya dateng cepet. Prosesnya gak ribet.;2.0;sertifikat fisik dateng cepet proses gak ribet
Enaknya sih kalo ada rekaman sesi, jadi bisa diulang-ulang.;1.0;enak sih kalo rekam sesi diulangulang
Cocok banget buat newbie yang mau belajar dari nol. Recommended!;2.0;cocok banget newbie ajar nol recommended
Fitur premiumnya beneran beda, fasilitasnya lengkap pol! Gak pelit ilmu.;2.0;fitur premium beneran beda fasilitas lengkap pol gak pelit ilmu
Belajar privat gini emang paling efektif, bisa fokus kelemahan sendiri.;2.0;ajar privat gin emang efektif fokus lemah
Dapet networking sama temen-temen sebidang itu priceless banget!;2.0;dapet networking tementemen bidang priceless banget
Jadwal & tempatnya fleksibel, ngebantu banget buat yang sibuk kerja.;2.0;jadwal tempat fleksibel ngebantu banget sibuk kerja
Materinya cetek banget, gak sesuai sama judulnya. Kecewa.;0.0;materi cetek banget gak sesuai judul kecewa
Instrukturnya pasif, kurang engaging. Jadi ngantuk dengerinnya.;0.0;instruktur pasif engaging ngantuk dengerinnya
Platformnya sering error pas mau submit tugas. Bikin panik!;0.0;platform error pas submit tugas bikin panik
Sertifikatnya gak laku buat ngelamar kerja. Sia-sia deh.;0.0;sertifikat gak laku ngelamar kerja siasia deh
Gak ada grup diskusi atau after-support. Abis kursus yaudah gitu aja.;0.0;gak grup diskusi aftersupport abis kursus yaudah gitu aja
Materinya ya standar aja sih. Gak ada yang baru banget, tapi okelah.;1.0;materi ya standar aja sih gak banget oke
Ada beberapa modul yang oke, tapi sisanya ngebosenin parah.;1.0;modul oke sisa ngebosenin parah
Instrukturnya lumayan jelas, tapi kadang ngomongnya terlalu cepet.;1.0;instruktur lumayan kadang ngomongnya cepet
Platformnya stabil, jarang ada kendala teknis yang berarti.;1.0;platform stabil jarang kendala teknis
Sertifikatnya udah diterima, tapi belum keliatan efeknya buat karir.;1.0;sertifikat udah terima liat efek karir
Ilmunya berguna banget buat nambah skill. Mantap, jangan kasih kendor!;2.0;ilmu guna banget nambah skill mantap kasih kendor
Materinya ada yang kurang dalem sih, padahal udah premium. Agak nanggung.;1.0;materi dalem sih udah premium nanggung
Mentornya sabar banget ngadepin pertanyaan newbie kayak gue. Makasih banyak!;2.0;mentor sabar banget ngadepin newbie kayak gue makasih
Dapet banyak kenalan baru dari industri sejenis, bisa buat kolab nanti.;2.0;dapet kenal industri jenis kolab
Karena privat, jadi lebih leluasa nanya hal-hal basic tanpa malu.;2.0;privat leluasa nanya halhal basic malu
Gak ada tugas praktek, jadi cuma teori doang. Kurang mantep.;0.0;gak tugas praktek teori doang mantep
Komunitas eksklusifnya aktif banget, banyak sharing ilmu. Keren!;2.0;komunitas eksklusif aktif banget sharing ilmu keren
Jadwalnya bisa diatur sendiri, pas banget buat yang punya kesibukan lain.;2.0;jadwal atur pas banget sibuk
Dapet handout materi yang lengkap banget, bisa dibaca-baca lagi.;2.0;dapet handout materi lengkap banget dibacabaca
Suasana belajarnya personal, jadi lebih fokus dan nyaman.;2.0;suasana ajar personal fokus nyaman
Platformnya kurang user-friendly, agak ribet buat pemula.;1.0;platform userfriendly ribet mula
Sertifikat digitalnya gampang di-download, bisa langsung pamer di sosmed.;2.0;sertifikat digital gampang didownload langsung pamer sosmed
Ada sesi konsultasi tambahan di luar jam, itu ngebantu banget!;2.0;sesi konsultasi tambah jam ngebantu banget
Konsumsi pas kursus (snack & lunch) enak-enak. Gak bikin laper.;2.0;konsumsi pas kursus snack lunch enakenak gak bikin laper
Materinya bisa request sesuai kebutuhan spesifik. Fleksibel banget!;2.0;materi request sesuai butuh spesifik fleksibel banget
UI platformnya jadul banget, perlu di-revamp biar lebih kekinian.;0.0;ui platform jadul banget direvamp biar kini
Banyak contoh kasus real dari industri, jadi lebih kebayang.;2.0;contoh real industri bayang
Cocok buat yang butuh bimbingan intensif dan personal.;2.0;cocok butuh bimbing intensif personal
Bisa nanya langsung ke instrukturnya kalo ada yang gak paham. Enak!;2.0;nanya langsung instruktur kalo gak paham enak
Pengajarnya ngikutin pace belajar kita, gak buru-buru.;2.0;ajar ngikutin pace ajar gak buruburu
Tugas dikumpulin tapi gak pernah dikasih feedback. Percuma dong.;0.0;tugas dikumpulin gak kasih feedback
Ada guest speaker dari praktisi, jadi dapet insight baru. Mantap!;2.0;guest speaker praktisi dapet insight mantap
Instrukturnya peka banget sama kesulitan peserta, langsung dibantu.;2.0;instruktur peka banget sulit serta langsung bantu
Tempatnya strategis, deket sama tempat makan & transport umum.;2.0;tempat strategis deket makan transport
Materinya disesuaikan sama level kita, jadi gak terlalu susah atau gampang.;2.0;materi sesuai level gak susah gampang
Kuisnya gak nyambung sama materi. Bikin bingung aja.;0.0;kuis gak nyambung materi bikin bingung aja
Videonya sering putus-putus, padahal koneksi internet aman. Ganggu!;0.0;video putusputus koneksi internet aman ganggu
Gak ada silabus jelas di awal, jadi gak tau mau belajar apa aja.;0.0;gak silabus gak tau ajar aja
Adminnya slow respon banget kalo ada masalah teknis. Hadeuh.;0.0;adminnya slow respon banget kalo teknis hadeuh
Modulnya kepanjangan, isinya muter-muter. Bikin ngantuk.;0.0;modul panjang isi mutermuter bikin ngantuk
Lumayan sih, dapet beberapa ilmu baru. Gak rugi-rugi amat.;1.0;lumayan sih dapet ilmu gak rugirugi
Beberapa link materi di modul udah mati. Perlu diupdate.;1.0;link materi modul udah mati diupdate
Harganya masih masuk akal buat kantong mahasiswa/pelajar.;1.0;harga masuk akal kantong mahasiswapelajar
Instrukturnya seru, tapi materinya kurang 'berbobot' gitu.;1.0;instruktur seru materi bobot gitu
Dapet bonus e-book, lumayan buat nambah bacaan.;1.0;dapet bonus ebook lumayan nambah baca
Puas banget! Ilmunya nampol, melebihi ekspektasi. Auto recommend!;2.0;puas banget ilmu nampol lebih ekspektasi auto recommend
Sayang banget gak ada sesi live Q&A langsung sama instrukturnya.;1.0;sayang banget gak sesi live qa langsung instruktur
Karena privat, jadi lebih fokus dan gak malu buat nanya-nanya.;2.0;privat fokus gak malu nanyananya
Dapet banyak koneksi baru dari industri yang sama. Bisa buat networking.;2.0;dapet koneksi industri networking
Materinya bener-bener tailored buat kebutuhan perusahaan gue. Mantap!;2.0;materi benerbener tailored butuh usaha gue mantap
Kualitas videonya jelek banget, kayak rekaman pake HP jadul. Kecewa berat.;0.0;kualitas video jelek banget kayak rekam pake hp jadul kecewa berat
Gak sesuai sama janji di awal, materinya banyak yang kurang.;0.0;gak sesuai janji materi
Mahal banget buat kursus online yang gini doang. Gak worth it.;0.0;mahal banget kursus online gin doang gak worth it
Pengajarnya sering telat, bahkan pernah batalin sesi mendadak. Gak profesional.;0.0;ajar telat batalin sesi dadak gak profesional
Platformnya ribet, susah nyari materi atau submit tugas. Bikin frustrasi.;0.0;platform ribet susah nyari materi submit tugas bikin frustrasi
Ya standar aja sih, gak ada yang istimewa banget. Biasa aja.;1.0;ya standar aja sih gak istimewa banget aja
Lumayan buat nambah wawasan umum, tapi gak terlalu teknis.;1.0;lumayan nambah wawas gak teknis
Ada beberapa materi yang bagus, tapi sisanya kayak pengulangan.;1.0;materi bagus sisa kayak ulang
Sesuai fungsinya lah, gak ada yang wah banget.;1.0;sesuai fungsi gak banget
Kalo ada materi fisik, pengirimannya cepet. Oke lah.;1.0;kalo materi fisik kirim cepet oke
Recommended banget! Belajarnya asik, ilmunya dapet. Gak bakal nyesel!;2.0;recommended banget ajar asik ilmu dapet gak nyesel
Kualitas audio dan videonya jernih banget, enak diliat & didenger.;2.0;kualitas audio video jernih banget enak liat didenger
Tim support-nya gercep banget ngebantuin kalo ada masalah. Salut!;2.0;tim supportnya gercep banget ngebantuin kalo salut
Sertifikatnya bisa langsung di-download begitu selesai kursus. Praktis!;2.0;sertifikat langsung didownload selesai kursus praktis
Ilmunya aplikatif banget, bisa langsung dipraktekin di kerjaan. Mantap!;2.0;ilmu aplikatif banget langsung dipraktekin kerja mantap
Gak ada feedback buat tugas, jadi gak tau salahnya di mana. Hmmm.;0.0;gak feedback tugas gak tau salah hmmm
Ngundang pembicara dari industri itu keren banget, dapet insight baru!;2.0;ngundang bicara industri keren banget dapet insight
Instrukturnya ngerti banget kesulitan gue, dibantuin sampe bisa. The best!;2.0;instruktur ngerti banget sulit gue dibantuin sampe the best
Tempat kursusnya nyaman, fasilitas lengkap, bikin betah belajar.;2.0;kursus nyaman fasilitas lengkap bikin betah ajar
Materinya disesuaikan sama level kita, jadi gak pusing duluan.;2.0;materi sesuai level gak pusing duluan
Materinya goks abis, auto paham! Instrukturnya juga asik parah, gak ngebosenin. Fix, ini mah worth it!;2.0;materi goks abis auto paham instruktur asik parah gak ngebosenin fix mah worth it
Platformnya anjay, interaktif banget, jadi gak mager belajar. Bisa diakses kapan aja, mood booster!;2.0;platform anjay interaktif banget gak mager ajar akses aja mood booster
Mentornya pro player, ngajarnya santuy tapi ngena. Ilmu daging semua, gak kaleng-kaleng!;2.0;mentor pro player ngajarnya santuy ngena ilmu daging gak kalengkaleng
Sumpah, ini kursus paling oke! Ilmunya kepake banget di dunia kerja. Gak nyesel samsek!;2.0;sumpah kursus oke ilmu kepake banget dunia kerja gak nyesel samsek
Sertifikatnya nampol buat naikin CV. Vibes belajarnya juga positif banget. Thank you, PCOL!;2.0;sertifikat nampol naikin cv vibes ajar positif banget thank you pcol
Yah, materinya B aja, kurang update gitu loh. Agak laen ekspektasi gue, hiks.;0.0;yah materi b aja update gitu loh laen ekspektasi gue hiks
Instrukturnya kurenggg, ngejelasinnya muter-muter, bikin ngantuk. Skip dulu deh.;0.0;instruktur kurenggg ngejelasinnya mutermuter bikin ngantuk skip deh
Platformnya sering nge-lag, anjir. Ganggu banget pas lagi fokus belajar. Capek deh.;0.0;platform ngelag anjir ganggu banget pas fokus ajar capek deh
Sertifikatnya zonk! Gak diakui di mana-mana. Nyesel banget ikut, mana mahal.;0.0;sertifikat zonk gak aku manamana nyesel banget mahal
Support after kursusnya mana? Dicuekin dong pertanyaan gue. Red flag nih!;0.0;support after kursus dicuekin gue red flag nih
Materinya standar lah ya. Gak yang gimana-gimana banget, tapi oke buat dasar.;1.0;materi standar ya gak gimanagimana banget oke dasar
Ada modul yang seru, ada yang B aja. Ya gitu deh, plus minus.;1.0;modul seru b aja ya gitu deh plus minus
Instrukturnya lumayan, tapi ada beberapa part yang bisa lebih detail lagi sih.;1.0;instruktur lumayan part detail sih
Platformnya oke lah buat operasional, jarang ada drama teknis.;1.0;platform oke operasional jarang drama teknis
Sertifikatnya dapet, tapi impact-nya belum kerasa banget. So-so aja.;1.0;sertifikat dapet impactnya rasa banget soso aja
Harganya sebanding sama ilmunya. Mantap jiwa, investasi leher ke atas!;2.0;harga banding ilmu mantap jiwa investasi leher
CS-nya ampas banget, slow respon, gak solutif. Mending cari yang lain.;0.0;csnya ampas banget slow respon gak solutif mending cari
Yaah, sesuai harga lah ya. Gak jelek-jelek amat, tapi gak wow juga.;1.0;yaah sesuai harga ya gak jelekjelek gak wow
Kualitasnya juara! Gak ada obat, keren abis!;2.0;kualitas juara gak obat keren abis
Gak sesuai deskripsi, anjir. Kecewa berat, merasa ketipu.;0.0;gak sesuai deskripsi anjir kecewa berat tipu
Gampang dipake, efektif banget. Hasilnya pecah!;2.0;gampang dipake efektif banget hasil pecah
Zonk parah! Kualitasnya jauh dari ekspektasi. Nyesel pol.;0.0;zonk parah kualitas ekspektasi nyesel pol
Ada plus minusnya sih. Gak semua modul oke, tapi ada yang ngebantu.;1.0;plus minus sih gak modul oke ngebantu
Lebih dari ekspektasi, guys! Recommended banget buat upgrade skill.;2.0;ekspektasi guys recommended banget upgrade skill
Buat basic sih oke lah. Gak terlalu mendalam, tapi cukup.;1.0;basic sih oke gak dalam
Instrukturnya GGWP, ngajarnya asik, bikin semangat. The best pokoknya!;2.0;instruktur ggwp ngajarnya asik bikin semangat the best pokok
Materinya basi banget, gak relate sama jaman now. Agak laen emang.;0.0;materi basi banget gak relate jaman now laen emang
Abis kursus dicuekin, gak ada follow up. Kecewa sih.;0.0;abis kursus dicuekin gak follow up kecewa sih
Platformnya stabil, jarang error. Lumayan lah buat belajar.;1.0;platform stabil jarang error lumayan ajar
Modulnya ada yang menarik, ada yang bikin ngantuk. Tergantung mood.;1.0;modul tarik bikin ngantuk gantung mood
Harganya oke, ilmunya dapet. Spill ke temen-temen ah!;2.0;harga oke ilmu dapet spill tementemen ah
Sertifikatnya gak jelas, gak bisa dipake. Rugi bandar!;0.0;sertifikat gak gak dipake rugi bandar
Materinya daging semua, mudah dicerna. Instrukturnya panutanque!;2.0;materi daging mudah cerna instruktur panutanque
Instrukturnya kurang interaktif, kayak ngomong sendiri. Bikin boring.;0.0;instruktur interaktif kayak ngomong bikin boring
Ini sih definisi upgrade skill! Ilmunya langsung kepake. Mantul!;2.0;sih definisi upgrade skill ilmu langsung kepake mantul
Sertifikatnya auto nambah value di LinkedIn. Keren!;2.0;sertifikat auto nambah value linkedin keren
Platformnya user-friendly, gak ribet. Belajar jadi fun!;2.0;platform userfriendly gak ribet ajar fun
Materinya standar, gak ada yang spesial banget. Ya lumayan buat nambah ilmu.;1.0;materi standar gak spesial banget ya lumayan nambah ilmu
CS-nya payah, responnya lama banget kayak nunggu jodoh.;0.0;csnya payah responnya banget kayak nunggu jodoh
Harganya gak sebanding sama yang didapet. Overpriced!;0.0;harga gak banding didapet overpriced
Adminnya gercep, kalo ada apa-apa langsung dibantuin. Mantap!;2.0;adminnya gercep kalo apaapa langsung dibantuin mantap
Platformnya ribet banget, gak intuitif. Bikin pusing pala barbie.;0.0;platform ribet banget gak intuitif bikin pusing pala barbie
B aja sih. Gak ada yang istimewa, tapi gak jelek juga.;1.0;b aja sih gak istimewa gak jelek
Materinya update dan relevan banget sama industri sekarang. Goks!;2.0;materi update relevan banget industri goks
Harga mahal, tapi materinya gitu-gitu aja. Kurang inovatif.;0.0;harga mahal materi gitugitu aja inovatif
Videonya burik, resolusinya rendah. Gak niat bikin kursus apa gimana?;0.0;video burik resolusi rendah gak niat bikin kursus gimana
Investasi ilmu yang gak sia-sia. Banyak insight baru, keren!;2.0;investasi ilmu gak siasia insight keren
Beberapa topik dibahasnya kecepetan, jadi agak bingung.;1.0;topik bahas kecepetan bingung
Instrukturnya expert banget di bidangnya. Salut!;2.0;instruktur expert banget bidang salut
Sesi Q&A-nya seru, banyak diskusi. Jadi makin paham.;2.0;sesi qanya seru diskusi paham
Platformnya sering error, bikin emosi jiwa. Tolong dibenerin dong!;0.0;platform error bikin emosi jiwa tolong dibenerin
Lumayan oke, tapi kayaknya bisa lebih interaktif lagi deh.;1.0;lumayan oke kayak interaktif deh
Sertifikatnya diakui, nambah poin plus buat portofolio. Cakep!;2.0;sertifikat aku nambah poin plus portofolio cakep
Fasilitasnya lengkap, tempatnya nyaman buat belajar. Betah!;2.0;fasilitas lengkap tempat nyaman ajar betah
Jadwalnya kaku banget, gak bisa fleksibel. Sayang banget.;0.0;jadwal kaku banget gak fleksibel sayang banget
Materinya relate banget sama kebutuhan kerjaan sekarang. Joss!;2.0;materi relate banget butuh kerja joss
Akses materi seumur hidup itu sih yang bikin candu. Mantap!;2.0;akses materi umur hidup sih bikin candu mantap
Kualitas video & audionya HD, jelas banget. Gak bikin sakit mata/telinga.;2.0;kualitas video audio hd banget gak bikin sakit matatelinga
Lokasinya strategis, gampang dijangkau pake ojol atau transport umum.;2.0;lokasi strategis gampang jangkau pake ojol transport
Instrukturnya on time, persiapannya mateng. Profesional!;2.0;instruktur on time siap mateng profesional
Gak ada forum diskusi, jadi kalo bingung gak tau nanya siapa. Hadeh.;0.0;gak forum diskusi kalo bingung gak tau nanya hadeh
Kebanyakan teori, prakteknya minim. Jadi kurang ngena ilmunya.;0.0;banyak teori praktek minim ngena ilmu
Biasa aja, gak ada yang spesial banget. Ekspektasi ketinggian kayaknya.;1.0;aja gak spesial banget ekspektasi tinggi kayak
Suasana belajarnya asik, gak tegang. Jadi cepet nyantol materinya.;2.0;suasana ajar asik gak tegang cepet nyantol materi
Kurikulumnya bisa lebih personal lagi sih, biar makin pas sama kebutuhan.;1.0;kurikulum personal sih biar pas butuh
Cara penyajian materinya seru, gak monoton. Jadi melek terus!;2.0;saji materi seru gak monoton melek
Support teknisnya lelet banget, kayak keong. Kapan dibalesnya?;0.0;support teknis lelet banget kayak keong dibalesnya
Cukup oke lah buat harga segitu. Gak rugi-rugi amat.;1.0;oke harga segitu gak rugirugi
Sertifikat fisiknya dateng cepet. Prosesnya gak ribet.;2.0;sertifikat fisik dateng cepet proses gak ribet
